imdb_id,title,type,rated,Year,runtime,genre,actors,language,country,imdb_rating,imdb_votes
tt0114709,Toy Story,movie,G,1995,81 min,"Animation, Adventure, Comedy, Family, Fantasy","Tom Hanks, Tim Allen, Don Rickles, Jim Varney",English,USA,8.3,"846,332"
tt0120363,Toy Story 2,movie,G,1999,92 min,"Animation, Adventure, Comedy, Family, Fantasy","Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer","English, Arabic, Spanish",USA,7.9,"504,561"
tt0435761,Toy Story 3,movie,G,2010,103 min,"Animation, Adventure, Comedy, Family, Fantasy","Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty","English, Spanish",USA,8.3,"729,086"
tt7146812,Onward,movie,PG,2020,102 min,"Animation, Adventure, Comedy, Family, Fantasy","Tom Holland, Chris Pratt, Julia Louis-Dreyfus, Octavia Spencer",English,USA,7.5,"45,444"
tt8611524,Legend of the Three Caballeros,series,TV-G,2019,N/A,"Animation, Adventure, Comedy, Family, Fantasy","Tony Anselmo, Dee Bradley Baker, Eric Bauza, Jaime Camil",English,USA,7.8,153
tt0066817,Bedknobs and Broomsticks,movie,G,1971,117 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Angela Lansbury, David Tomlinson, Roddy McDowall, Sam Jaffe","English, German",USA,7.1,"32,823"
tt3521164,Moana,movie,PG,2016,107 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison",English,USA,7.6,"250,176"
tt0076538,Pete's Dragon,movie,G,1977,128 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Helen Reddy, Jim Dale, Mickey Rooney, Red Buttons",English,USA,6.4,"21,558"
tt0165052,The New Adventures of Winnie the Pooh,series,TV-Y,1988,30 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical","John Fiedler, Jim Cummings, Ken Sansom, Paul Winchell",English,USA,7.6,"3,077"
tt2294629,Frozen,movie,PG,2013,102 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad","English, Norwegian",USA,7.5,"551,637"
tt4520988,Frozen II,movie,PG,2019,103 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff",English,USA,7.0,"106,368"
tt0057546,The Sword in the Stone,movie,G,1964,79 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Sebastian Cabot, Karl Swenson, Rickie Sorensen, Junius Matthews",English,USA,7.2,"85,169"
tt0780521,The Princess and the Frog,movie,G,2009,97 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","Anika Noni Rose, Bruno Campos, Keith David, Michael-Leon Wooley","English, French",USA,7.1,"117,082"
tt0039404,Fun and Fancy Free,movie,APPROVED,1948,73 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","Edgar Bergen, Dinah Shore, Luana Patten, Anita Gordon",English,USA,6.6,"6,454"
tt0107952,Aladdin and the Return of Jafar,movie,G,1994,69 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","Jason Alexander, Jonathan Freeman, Jeff Bennett, Gilbert Gottfried",English,USA,5.9,"25,623"
tt0398286,Tangled,movie,PG,2010,100 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman",English,USA,7.7,"390,220"
tt0103639,Aladdin,movie,G,1992,90 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman",English,USA,8.0,"356,283"
tt0119282,Hercules,movie,G,1997,93 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","Tate Donovan, Josh Keaton, Roger Bart, Danny DeVito","English, Spanish, Greek","USA, France",7.3,"195,894"
tt0115491,Aladdin and the King of Thieves,movie,Not Rated,1996,81 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","Val Bettin, Jim Cummings, Gilbert Gottfried, Linda Larkin",English,USA,6.4,"31,603"
tt0350194,Teacher's Pet,movie,PG,2004,73 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Sci-Fi","Nathan Lane, Kelsey Grammer, Shaun Fleming, Debra Jo Rupp",English,USA,5.8,"1,471"
tt0448090,The Proud Family Movie,movie,TV-G,2005,90 min,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi","Kyla Pratt, Tommy Davidson, Paula Jai Parker, Jo Marie Payton",English,USA,5.4,"1,430"
tt0371606,Chicken Little,movie,G,2005,81 min,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi","Zach Braff, Garry Marshall, Don Knotts, Patrick Stewart",English,USA,5.7,"82,825"
tt0103428,Goof Troop,series,TV-Y,1992,30 min,"Animation, Adventure, Comedy, Family, Music","Rob Paulsen, April Winchell, Jim Cummings, Bill Farmer",English,USA,6.8,"7,293"
tt0299172,Home on the Range,movie,PG,2004,76 min,"Animation, Adventure, Comedy, Family, Music, Western","G.W. Bailey, Roseanne Barr, Bobby Block, Steve Buscemi","English, Mandarin",USA,5.3,"19,123"
tt0324941,101 Dalmatians 2: Patch's London Adventure,movie,G,2003,74 min,"Animation, Adventure, Comedy, Family, Musical","Barry Bostwick, Jason Alexander, Martin Short, Bobby Lockwood",English,USA,5.8,"7,434"
tt0119918,Pooh's Grand Adventure: The Search for Christopher Robin,movie,G,1997,76 min,"Animation, Adventure, Comedy, Family, Musical","Jim Cummings, John Fiedler, Ken Sansom, Andre Stojka",English,USA,7.1,"4,850"
tt0095776,Oliver & Company,movie,G,1988,74 min,"Animation, Adventure, Comedy, Family, Musical","Joey Lawrence, Billy Joel, Cheech Marin, Richard Mulligan",English,USA,6.7,"41,874"
tt1449283,Winnie the Pooh,movie,G,2011,63 min,"Animation, Adventure, Comedy, Family, Musical","John Cleese, Jim Cummings, Bud Luckey, Craig Ferguson",English,USA,7.2,"20,673"
tt0318403,The Lion King 3: Hakuna Matata,movie,G,2004,77 min,"Animation, Adventure, Comedy, Family, Musical","Nathan Lane, Ernie Sabella, Julie Kavner, Jerry Stiller",English,"Australia, USA",6.6,"35,523"
tt0065421,The Aristocats,movie,G,1970,78 min,"Animation, Adventure, Comedy, Family, Musical","Phil Harris, Eva Gabor, Sterling Holloway, Scatman Crothers",English,USA,7.1,"89,029"
tt0465997,The Fox and the Hound 2,movie,G,2006,69 min,"Animation, Adventure, Comedy, Family, Musical","Reba McEntire, Patrick Swayze, Jonah Bobo, Harrison Fahn",English,USA,5.3,"3,961"
tt0076363,The Many Adventures of Winnie the Pooh,movie,G,1977,74 min,"Animation, Adventure, Comedy, Family, Musical","Sebastian Cabot, Junius Matthews, Barbara Luddy, Howard Morris",English,USA,7.6,"31,065"
tt0323642,Piglet's Big Movie,movie,G,2003,75 min,"Animation, Adventure, Comedy, Family, Musical, Mystery","John Fiedler, Jim Cummings, Andre Stojka, Kath Soucie",English,USA,6.1,"6,519"
tt0113198,A Goofy Movie,movie,G,1995,78 min,"Animation, Adventure, Comedy, Family, Musical, Romance","Bill Farmer, Jason Marsden, Jim Cummings, Kellie Martin",English,"USA, Australia, France, Canada",6.8,"43,655"
tt0371823,"Mickey, Donald, Goofy: The Three Musketeers",movie,G,2004,68 min,"Animation, Adventure, Comedy, Family, Musical, Romance","Wayne Allwine, Tony Anselmo, Bill Farmer, Russi Taylor",English,USA,6.4,"7,496"
tt0096557,Chip 'n' Dale Rescue Rangers,series,TV-Y,1989,22 min,"Animation, Adventure, Comedy, Family, Mystery","Peter Cullen, Tress MacNeille, Corey Burton, Jim Cummings",English,"USA, Taiwan, South Korea, China, Japan, UK",7.6,"16,431"
tt0070608,Robin Hood,movie,G,1973,83 min,"Animation, Adventure, Comedy, Family, Romance","Roger Miller, Peter Ustinov, Terry-Thomas, Brian Bedford","English, Portuguese",USA,7.6,"110,712"
tt0396555,Meet the Robinsons,movie,G,2007,95 min,"Animation, Adventure, Comedy, Family, Sci-Fi","Angela Bassett, Daniel Hansen, Jordan Fry, Matthew Josten",English,USA,6.8,"84,040"
tt0348124,Stitch! The Movie,movie,G,2003,60 min,"Animation, Adventure, Comedy, Family, Sci-Fi","Daveigh Chase, Chris Sanders, Tia Carrere, David Ogden Stiers","Hawaiian, English",USA,6.2,"7,622"
tt1216475,Cars 2,movie,G,2011,106 min,"Animation, Adventure, Comedy, Family, Sport","Larry the Cable Guy, Owen Wilson, Michael Caine, Emily Mortimer","English, Japanese, Italian, French",USA,6.1,"150,876"
tt3606752,Cars 3,movie,G,2017,102 min,"Animation, Adventure, Comedy, Family, Sport","Owen Wilson, Cristela Alonzo, Chris Cooper, Nathan Fillion",English,USA,6.7,"68,243"
tt0361089,Valiant,movie,G,2005,76 min,"Animation, Adventure, Comedy, Family, War","Ewan McGregor, Ricky Gervais, Tim Curry, Jim Broadbent",English,"UK, USA",5.5,"20,118"
tt0100477,The Rescuers Down Under,movie,G,1990,77 min,"Animation, Adventure, Crime, Drama, Family, Fantasy, Mystery","Bob Newhart, Eva Gabor, John Candy, Tristan Rogers",English,USA,6.9,"36,509"
tt0082406,The Fox and the Hound,movie,G,1981,83 min,"Animation, Adventure, Drama, Family","Mickey Rooney, Kurt Russell, Pearl Bailey, Jack Albertson",English,USA,7.3,"81,227"
tt0103477,The Little Mermaid,series,TV-Y,1992,25 min,"Animation, Adventure, Drama, Family, Fantasy","Jodi Benson, Samuel E. Wright, Edan Gross, Kenneth Mars",English,USA,6.8,"3,701"
tt6105098,The Lion King,movie,PG,2019,118 min,"Animation, Adventure, Drama, Family, Musical","Chiwetel Ejiofor, John Oliver, James Earl Jones, John Kani","English, Xhosa, Zulu, French, Spanish","USA, UK",6.9,"189,877"
tt0110357,The Lion King,movie,G,1994,88 min,"Animation, Adventure, Drama, Family, Musical","Rowan Atkinson, Matthew Broderick, Niketa Calame-Harris, Jim Cummings","English, Swahili, Xhosa, Zulu",USA,8.5,"901,362"
tt0143808,Pocahontas II: Journey to a New World,movie,G,1998,72 min,"Animation, Adventure, Drama, Family, Musical, Romance","Irene Bedard, Jim Cummings, Donal Gibson, Finola Hughes",English,USA,4.9,"13,201"
tt0114148,Pocahontas,movie,G,1995,81 min,"Animation, Adventure, Drama, Family, Musical, Romance","Joe Baker, Christian Bale, Irene Bedard, Billy Connolly","English, Algonquin",USA,6.7,"163,209"
tt0120131,The Lion King 2: Simba's Pride,movie,G,1998,81 min,"Animation, Adventure, Drama, Family, Musical, Romance","Matthew Broderick, Neve Campbell, Andy Dick, Robert Guillaume",English,"USA, Australia",6.5,"58,256"
tt0447854,Bambi and the Great Prince of the Forest,movie,G,2006,75 min,"Animation, Adventure, Drama, Family, Romance","Patrick Stewart, Alexander Gould, Keith Ferguson, Brendon Baerg",English,USA,6.1,"8,741"
tt0313680,Tarzan & Jane,movie,G,2002,75 min,"Animation, Adventure, Family","Michael T. Weiss, Olivia d'Abo, Jeff Bennett, Jim Cummings",English,USA,5.4,"5,264"
tt1833403,Jake and the Never Land Pirates,series,TV-Y,2011,15 min,"Animation, Adventure, Family, Fantasy","David Arquette, Corey Burton, Jeff Bennett, Loren Hoskins",English,USA,5.6,"1,227"
tt0280030,Peter Pan 2: Return to Never Land,movie,G,2002,72 min,"Animation, Adventure, Family, Fantasy","Harriet Owen, Blayne Weaver, Corey Burton, Jeff Bennett",English,"USA, Canada, Australia",5.8,"17,404"
tt0163986,The Brave Little Toaster to the Rescue,movie,Not Rated,1999,74 min,"Animation, Adventure, Family, Fantasy","Jessica Tuck, Chris Young, Roger Kabler, Deanna Oliver","Chinese, Mandarin, Japanese, Korean, French, English",USA,6.3,"1,201"
tt1216516,Tinker Bell and the Lost Treasure,movie,G,2009,81 min,"Animation, Adventure, Family, Fantasy","Mae Whitman, Jesse McCartney, Jane Horrocks, Lucy Liu",English,USA,6.7,"9,233"
tt0823671,Tinker Bell,movie,G,2008,78 min,"Animation, Adventure, Family, Fantasy","Mae Whitman, Kristin Chenoweth, Raven-SymonÃ©, Lucy Liu",English,USA,6.8,"11,194"
tt1216515,Tinker Bell and the Great Fairy Rescue,movie,G,2010,76 min,"Animation, Adventure, Family, Fantasy","Mae Whitman, Lauren Mote, Michael Sheen, Pamela Adlon",English,USA,6.9,"7,103"
tt2380307,Coco,movie,PG,2017,105 min,"Animation, Adventure, Family, Fantasy, Music, Mystery","Anthony Gonzalez, Gael GarcÃ­a Bernal, Benjamin Bratt, Alanna Ubach","English, Spanish",USA,8.4,"333,411"
tt0046183,Peter Pan,movie,G,1953,77 min,"Animation, Adventure, Family, Fantasy, Musical","Bobby Driscoll, Kathryn Beaumont, Hans Conried, Bill Thompson","English, American Sign Language",USA,7.3,"120,707"
tt0043274,Alice in Wonderland,movie,G,1951,75 min,"Animation, Adventure, Family, Fantasy, Musical","Kathryn Beaumont, Ed Wynn, Richard Haydn, Sterling Holloway",English,USA,7.4,"123,377"
tt0116683,James and the Giant Peach,movie,PG,1996,79 min,"Animation, Adventure, Family, Fantasy, Musical","Simon Callow, Richard Dreyfuss, Jane Leeves, Joanna Lumley",English,"UK, USA",6.7,"57,814"
tt0120762,Mulan,movie,G,1998,88 min,"Animation, Adventure, Family, Fantasy, Musical, War","Miguel Ferrer, Harvey Fierstein, Freda Foh Shen, June Foray","English, Mandarin",USA,7.6,"237,755"
tt0283426,The Jungle Book 2,movie,G,2003,72 min,"Animation, Adventure, Family, Musical","John Goodman, Haley Joel Osment, Mae Whitman, Connor Funk",English,"USA, Australia",5.4,"14,354"
tt0061852,The Jungle Book,movie,G,1967,78 min,"Animation, Adventure, Family, Musical","Phil Harris, Sebastian Cabot, Bruce Reitherman, George Sanders",English,USA,7.6,"159,903"
tt0091149,The Great Mouse Detective,movie,G,1986,74 min,"Animation, Adventure, Family, Musical, Mystery","Vincent Price, Barrie Ingham, Val Bettin, Susanne Pollatschek","English, French, German, Italian",USA,7.2,"42,723"
tt0249677,Lady and the Tramp 2: Scamp's Adventure,movie,G,2001,69 min,"Animation, Adventure, Family, Musical, Romance","Scott Wolf, Alyssa Milano, Chazz Palminteri, Jeff Bennett",English,"USA, Australia",5.9,"9,837"
tt0910970,WALLÂ·E,movie,G,2008,98 min,"Animation, Adventure, Family, Sci-Fi","Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard",English,USA,8.4,"955,757"
tt3098856,Mission Force One,series,N/A,2015,30 min,"Animation, Adventure, Family, Sci-Fi","Fiona Bishop, Dee Bradley Baker, Tom Kenny, Olivia Munn",English,USA,6.7,416
tt6779076,Star Wars: Forces of Destiny,series,N/A,2017,3 min,"Animation, Adventure, Family, Sci-Fi",Lupita Nyong'o,English,USA,5.0,"1,105"
tt0133240,Treasure Planet,movie,PG,2002,95 min,"Animation, Adventure, Family, Sci-Fi","Roscoe Lee Browne, Corey Burton, Dane A. Davis, Joseph Gordon-Levitt",English,USA,7.2,"96,646"
tt0147926,The Brave Little Toaster Goes to Mars,movie,Not Rated,1998,73 min,"Animation, Adventure, Family, Sci-Fi","Thurl Ravenscroft, Deanna Oliver, Eric Lloyd, Timothy Stack",English,USA,5.7,"1,333"
tt0130623,Dinosaur,movie,PG,2000,82 min,"Animation, Adventure, Family, Thriller","Alfre Woodard, Ossie Davis, Max Casella, Hayden Panettiere",English,USA,6.5,"50,895"
tt0096697,The Simpsons,series,TV-PG,1989,22 min,"Animation, Comedy","Dan Castellaneta, Nancy Cartwright, Harry Shearer, Julie Kavner","English, Spanish, Albanian, French, Japanese, German, Russian, Hindi, Swahili, Italian, Swedish, Turkish, Cantonese, Mandarin, Hebrew, Arabic, Klingon, Bengali, Czech",USA,8.7,"328,282"
tt11281500,Star Wars Blips,series,N/A,2017,1 min,"Animation, Comedy",N/A,English,USA,6.1,29
tt0122815,Disney's Doug,series,N/A,1996,30 min,"Animation, Comedy, Drama","Thomas McHugh, Becca Lish",English,USA,6.2,282
tt0324572,Winnie the Pooh: A Very Merry Pooh Year,movie,G,2002,65 min,"Animation, Comedy, Drama, Family, Fantasy, Musical","Jim Cummings, Peter Cullen, John Fiedler, Michael Gough",English,USA,6.8,"1,781"
tt0220099,The Tigger Movie,movie,G,2000,77 min,"Animation, Comedy, Drama, Family, Musical","Jim Cummings, Nikita Hopkins, Ken Sansom, John Fiedler",English,"USA, Japan",6.3,"16,402"
tt0457993,Lilo & Stitch 2: Stitch Has a Glitch,movie,PG,2005,68 min,"Animation, Comedy, Drama, Family, Sci-Fi","Chris Sanders, Dakota Fanning, Tia Carrere, David Ogden Stiers","English, French, Spanish",USA,6.3,"11,210"
tt0047867,Beezy Bear,movie,N/A,1955,7 min,"Animation, Comedy, Family","James MacDonald, Clarence Nash, Bill Thompson",English,USA,7.4,269
tt3755824,Bugged,episode,N/A,2013,2 min,"Animation, Comedy, Family","Jerome Ranft, Josh Cooley",N/A,N/A,6.4,48
tt7019028,101 Dalmatian Street,series,N/A,2019,N/A,"Animation, Comedy, Family","Josh Brener, Michaela Dietz, Bert Davis, Abigail Zoe Lewis",English,"UK, USA, Canada",6.2,124
tt3755836,Spinning,episode,N/A,2013,2 min,"Animation, Comedy, Family","Keith Ferguson, Paul Dooley, Tony Shalhoub, Lloyd Sherr",N/A,N/A,6.8,56
tt0040698,Pluto's Purchase,movie,N/A,1948,7 min,"Animation, Comedy, Family","Pinto Colvig, James MacDonald",English,USA,6.6,138
tt0265632,Recess: School's Out,movie,G,2001,82 min,"Animation, Comedy, Family","Rickey D'Shon Collins, Jason Davis, Ashley Johnson, Andrew Lawrence",English,"USA, Japan",6.6,"9,032"
tt0382936,Recess: All Growed Down,movie,G,2003,61 min,"Animation, Comedy, Family","Rickey D'Shon Collins, Jason Davis, Ashley Johnson, Myles Jeffrey",English,USA,6.7,571
tt0382937,Recess: Taking the Fifth Grade,movie,G,2003,62 min,"Animation, Comedy, Family","Rickey D'Shon Collins, Jason Davis, Myles Jeffrey, Ashley Johnson",English,USA,6.8,"1,759"
tt0034091,The Reluctant Dragon,movie,APPROVED,1941,74 min,"Animation, Comedy, Family","Robert Benchley, Frances Gifford, Buddy Pepper, Nana Bryant",English,USA,6.9,"2,403"
tt11194652,What is Reading?,episode,N/A,2020,3 min,"Animation, Comedy, Family","Tony Hale, Addison Andrews, Mila Crespo, Imani Prior",N/A,N/A,8.1,32
tt11194650,What is Cheese?,episode,N/A,2020,3 min,"Animation, Comedy, Family","Tony Hale, Jeff Garlin, Bob Peterson",N/A,N/A,7.8,26
tt0238414,Mickey's Once Upon a Christmas,movie,Not Rated,1999,66 min,"Animation, Comedy, Family, Fantasy","Kelsey Grammer, Wayne Allwine, Russi Taylor, Tony Anselmo",English,USA,7.2,"6,247"
tt0293737,The Proud Family,series,TV-Y,2001,30 min,"Animation, Comedy, Family, Fantasy","Kyla Pratt, Tommy Davidson, Paula Jai Parker, Jo Marie Payton",English,USA,6.4,"5,951"
tt0424279,Mickey's Twice Upon a Christmas,movie,G,2004,68 min,"Animation, Comedy, Family, Fantasy","Wayne Allwine, Tony Anselmo, Jeff Bennett, Jim Cummings",English,USA,6.5,"3,756"
tt0041094,The Adventures of Ichabod and Mr. Toad,movie,APPROVED,1950,68 min,"Animation, Comedy, Family, Fantasy, Horror","Bing Crosby, Basil Rathbone, Eric Blore, J. Pat O'Malley",English,USA,7.0,"11,917"
tt0120910,Fantasia 2000,movie,G,2000,75 min,"Animation, Comedy, Family, Fantasy, Music","Steve Martin, Itzhak Perlman, Quincy Jones, Bette Midler",English,USA,7.2,"33,785"
tt0038166,The Three Caballeros,movie,APPROVED,1945,71 min,"Animation, Comedy, Family, Fantasy, Musical","Aurora Miranda, Carmen Molina, Dora Luz, Sterling Holloway","English, Spanish, Portuguese",USA,6.5,"11,541"
tt0032910,Pinocchio,movie,G,1940,88 min,"Animation, Comedy, Family, Fantasy, Musical","Mel Blanc, Don Brodie, Stuart Buchanan, Walter Catlett",English,USA,7.4,"124,261"
tt0784896,Mickey Mouse Clubhouse,series,TV-Y,2006,30 min,"Animation, Comedy, Family, Fantasy, Musical","Tony Anselmo, Bill Farmer, Tress MacNeille, Russi Taylor",English,USA,5.7,"2,253"
tt0407121,Pooh's Heffalump Movie,movie,G,2005,68 min,"Animation, Comedy, Family, Fantasy, Musical, Mystery","Jim Cummings, John Fiedler, Nikita Hopkins, Kath Soucie",English,USA,6.4,"6,031"
tt0167038,Belle's Magical World,movie,G,1998,92 min,"Animation, Comedy, Family, Fantasy, Musical, Romance","Jeff Bennett, Robby Benson, Paige O'Hara, Jim Cummings",English,USA,5.4,"2,425"
tt1142977,Frankenweenie,movie,PG,2012,87 min,"Animation, Comedy, Family, Horror, Sci-Fi","Catherine O'Hara, Martin Short, Martin Landau, Charlie Tahan",English,USA,6.9,"94,078"
tt0040580,Melody Time,movie,APPROVED,1948,75 min,"Animation, Comedy, Family, Musical","Roy Rogers, Trigger, Dennis Day, The Andrews Sisters",English,USA,6.4,"4,534"
tt0401398,Kronk's New Groove,movie,G,2005,75 min,"Animation, Comedy, Family, Musical, Romance","Patrick Warburton, Tracey Ullman, Eartha Kitt, David Spade",English,USA,5.8,"10,599"
tt0024886,The Big Bad Wolf,movie,APPROVED,1934,9 min,"Animation, Comedy, Family, Musical, Short","Sara Berner, Billy Bletcher, Pinto Colvig, Dorothy Compton",English,USA,7.1,"1,381"
tt0816401,The Replacements,series,TV-Y,2006,22 min,"Animation, Comedy, Family, Sci-Fi","Nancy Cartwright, Grey Griffin, Jeff Bennett, Kath Soucie",English,USA,5.8,"2,409"
tt0042047,Winter Storage,movie,APPROVED,1949,7 min,"Animation, Comedy, Family, Short","Dessie Flynn, James MacDonald",English,USA,7.4,595
tt0043063,Trailer Horn,movie,N/A,1950,6 min,"Animation, Comedy, Family, Short","Dessie Flynn, James MacDonald, Clarence Nash",English,USA,7.1,359
tt0033188,Tugboat Mickey,movie,N/A,1940,7 min,"Animation, Comedy, Family, Short","Pinto Colvig, Walt Disney, Clarence Nash",English,USA,7.1,650
tt0029930,Boat Builders,movie,N/A,1938,7 min,"Animation, Comedy, Family, Short","Pinto Colvig, Walt Disney, Marcellite Garner, Clarence Nash",English,USA,7.3,993
tt0208185,An Extremely Goofy Movie,movie,G,2000,79 min,"Animation, Comedy, Family, Sport","Bill Farmer, Jason Marsden, Jeff Bennett, Jim Cummings",English,"USA, Australia",6.4,"9,244"
tt0317219,Cars,movie,G,2006,117 min,"Animation, Comedy, Family, Sport","Owen Wilson, Paul Newman, Bonnie Hunt, Larry the Cable Guy","English, Italian, Japanese, Yiddish",USA,7.1,"349,674"
tt1887491,Take Two with Phineas and Ferb,series,TV-G,2010,2 min,"Animation, Comedy, Family, Talk-Show","Thomas Brodie-Sangster, Vincent Martella, Alyson Stoner",English,USA,6.5,186
tt4951098,Descendants: Wicked World,series,N/A,2015,2 min,"Animation, Comedy, Fantasy","Dove Cameron, Sofia Carson, Sarah Jeffery, Brenna D'Amico",English,USA,6.7,707
tt8352934,LEGO Star Wars: The Resistance Rises,series,N/A,2016,24 min,"Animation, Comedy, Sci-Fi","Ellen Dubin, Arif S. Kinchen",English,"USA, Denmark",5.6,17
tt0034492,Bambi,movie,G,1942,70 min,"Animation, Drama, Family","Hardie Albright, Stan Alexander, Bobette Audrey, Peter Behn",English,USA,7.3,"125,824"
tt0969647,The Little Mermaid: Ariel's Beginning,movie,G,2008,77 min,"Animation, Drama, Family, Fantasy, Musical","Jodi Benson, Samuel E. Wright, Jim Cummings, Sally Field",English,USA,6.3,"8,001"
tt0240684,The Little Mermaid 2: Return to the Sea,movie,G,2000,75 min,"Animation, Drama, Family, Fantasy, Musical","Jodi Benson, Samuel E. Wright, Tara Strong, Pat Carroll",English,"USA, Canada, Australia, Taiwan",5.6,"16,648"
tt0116583,The Hunchback of Notre Dame,movie,G,1996,91 min,"Animation, Drama, Family, Musical, Romance","Jason Alexander, Mary Kay Bergman, Corey Burton, Jim Cummings","English, Latin","USA, France",6.9,"135,545"
tt6688750,Puppy Dog Pals,series,TV-Y,2017,24 min,"Animation, Family","Issac Ryan Brown, Sam Lavagnino, Harland Williams, Jessica DiCicco",English,USA,7.1,611
tt0031945,Society Dog Show,movie,N/A,1939,8 min,"Animation, Family, Comedy","Pinto Colvig, Walt Disney",English,USA,7.1,350
tt0031905,Sea Scouts,movie,N/A,1939,8 min,"Animation, Family, Comedy, Short",Clarence Nash,English,USA,6.9,556
tt0031086,Beach Picnic,movie,APPROVED,1939,8 min,"Animation, Family, Comedy, Short","Lee Millar, Clarence Nash",English,USA,6.7,675
tt0197911,Spider-Woman,series,TV-Y7,1979,21 min,"Animation, Family, Fantasy","Joan Van Ark, Bryan Scott, Larry Carroll, Vic Perrin",English,USA,5.8,438
tt0088528,Adventures of the Gummi Bears,series,TV-Y,1985,30 min,"Animation, Family, Fantasy","June Foray, Noelle North, Lorenzo Music, Katie Leigh",English,USA,7.5,"8,913"
tt1217213,Secret of the Wings,movie,G,2012,75 min,"Animation, Family, Fantasy","Mae Whitman, Lucy Hale, Timothy Dalton, Jeff Bennett",English,"USA, India, UK",7.1,"10,155"
tt0032455,Fantasia,movie,G,1941,125 min,"Animation, Family, Fantasy, Music","Deems Taylor, Leopold Stokowski, The Philadelphia Orchestra",English,USA,7.8,"84,999"
tt0118692,Beauty and the Beast: The Enchanted Christmas,movie,G,1997,72 min,"Animation, Family, Fantasy, Music, Musical","Paige O'Hara, Robby Benson, Jerry Orbach, David Ogden Stiers",English,"Canada, USA",6.1,"8,603"
tt0107688,The Nightmare Before Christmas,movie,PG,1993,76 min,"Animation, Family, Fantasy, Musical","Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey",English,USA,8.0,"281,155"
tt0111419,Thumbelina,movie,G,1994,86 min,"Animation, Family, Fantasy, Musical, Romance","Gino Conforti, Barbara Cook, Jodi Benson, Will Ryan",English,"Ireland, USA, Canada, UK, Denmark, Spain, Poland, Hungary",6.3,"14,576"
tt0042332,Cinderella,movie,G,1950,74 min,"Animation, Family, Fantasy, Musical, Romance","Ilene Woods, Eleanor Audley, Verna Felton, Claire Du Brey",English,USA,7.3,"139,378"
tt0465940,Cinderella 3: A Twist in Time,movie,G,2007,74 min,"Animation, Family, Fantasy, Musical, Romance","Jennifer Hale, Christopher Daniel Barnes, Susanne Blakeslee, Tress MacNeille",English,USA,5.9,"8,691"
tt0053285,Sleeping Beauty,movie,G,1959,75 min,"Animation, Family, Fantasy, Musical, Romance","Mary Costa, Bill Shirley, Eleanor Audley, Verna Felton",English,USA,7.2,"129,694"
tt0097757,The Little Mermaid,movie,G,1989,83 min,"Animation, Family, Fantasy, Musical, Romance","Rene Auberjonois, Christopher Daniel Barnes, Jodi Benson, Pat Carroll","English, French",USA,7.6,"227,707"
tt0101414,Beauty and the Beast,movie,G,1991,84 min,"Animation, Family, Fantasy, Musical, Romance","Robby Benson, Jesse Corti, Rex Everhart, Angela Lansbury","English, French",USA,8.0,"404,632"
tt0029583,Snow White and the Seven Dwarfs,movie,G,1938,83 min,"Animation, Family, Fantasy, Musical, Romance","Roy Atwell, Stuart Buchanan, Adriana Caselotti, Eddie Collins",English,USA,7.6,"174,379"
tt0291082,Cinderella 2: Dreams Come True,movie,G,2002,73 min,"Animation, Family, Fantasy, Romance","Jennifer Hale, Rob Paulsen, Corey Burton, Andre Stojka",English,USA,5.0,"9,985"
tt0023422,Santa's Workshop,movie,N/A,1932,7 min,"Animation, Family, Short","Pinto Colvig, Walt Disney, Allan Watson",English,USA,7.4,"1,320"
tt2746314,Henry Hugglemonster,series,TV-Y,2013,22 min,"Animation, Fantasy","Lara Jill Miller, Hynden Walch, Tom Kenny, Grey Griffin","English, Korean","Ireland, UK, USA, South Korea, Canada",5.1,312
